name,weekly_downloads
path2,675990
properties,675942
fx-runner,675227
officeparser,674679
dns-socket,673305
react-input-mask,672644
simplebar-core,670806
regexp.escape,669719
shasum,668756
promise-coalesce,668715
zustand-x,667620
tw-shimmer,667171
standard-version,664842
color-id,664505
content-security-policy-builder,664499
mouse-event-offset,663259
mappersmith,662789
astro-eslint-parser,662336
fast-isnumeric,662330
time-zone,662178
react-circular-progressbar,661727
nest-commander,661544
npm-path,661179
parse-rect,661111
string-split-by,660780
to-float32,660655
eslint-plugin-astro,659763
country-regex,658827
draw-svg-path,658792
oneline,658579
svg-path-sdf,658553
yaml-loader,658508
react-google-recaptcha-v3,657975
detect-kerning,657832
font-measure,657793
async-disk-cache,655843
finity,655816
java-parser,655236
is-string-blank,654558
json-lexer,653131
react-popper-tooltip,651741
to-px,651534
openurl,651498
choices.js,650735
youtube-video-element,650297
is-type-of,650097
type-graphql,649696
first-match,649053
svgo-loader,647229
diagnostics,646771
p-reflect,646631
web3-providers-ws,645532
vite-svg-loader,645419
connect-pg-simple,645156
java-invoke-local,644460
taketalk,644001
proxy-middleware,643943
cypress-terminal-report,643670
encode-registry,642439
create-error,642080
react-instantsearch-core,641801
qr-code-styling,640232
ember-cli-typescript,639133
download-stats,639116
humanize-list,638121
colornames,638043
line-column,637818
react-virtual,637527
vimeo-video-element,637481
isnumeric,636983
jotai-x,635810
expo-av,635287
dup,635026
instantsearch-ui-components,634714
eslint-rule-docs,634612
next-sitemap,634386
react-native-animatable,634166
wistia-video-element,633658
cloudflare-video-element,633512
apache-crypt,633425
w-json,633199
js-rouge,633175
plasmo,632898
react-paginate,632632
react-transition-state,632136
ember-cli-htmlbars,632134
sync-disk-cache,631074
spotify-audio-element,630581
broccoli-node-api,629876
react-simple-animate,629287
pg-promise,629102
change-emitter,629056
jest-fixed-jsdom,629054
express-winston,628588
expose-loader,628237
imports-loader,627825
untruncate-json,627208
react-international-phone,627005
relay-compiler,626854
yo,625683
ts-brand,625049
yeoman-character,624324
little-state-machine,623624
maxmin,623247
http-auth,622905
babel-import-util,620416
parse-help,619406
formstream,619218
response-time,618937
enzyme-to-json,618786
clipboard-copy,618786
http-z,618695
spex,618458
npm-registry-utilities,618370
css-animation,617262
libpg-query,617184
react-currency-input-field,617172
gts,616992
verdaccio,616088
node-pg-migrate,616080
ink-select-input,615788
node-loader,614533
keyv-file,614398
node-fetch-commonjs,613918
umask,613756
tarjan-graph,612287
create-vite,611588
jest-sonar-reporter,611532
decode-bmp,610509
eslint-plugin-deprecation,610364
output-file-sync,609253
vite-bundle-analyzer,608945
react-inlinesvg,608407
ics,606718
level,606543
analytics-node,606182
babel-plugin-transform-async-generator-functions,605938
fs-jetpack,605562
speed-measure-webpack-plugin,605428
exif-component,604713
react-lottie,604123
keypress,603730
glsl-token-scope,603461
require-and-forget,603459
react-list,603237
babel-preset-stage-3,603057
glsl-token-properties,602676
babel-plugin-syntax-async-generators,602596
ts-prune,602530
write-excel-file,602209
stylelint-config-prettier,602009
ical-generator,601705
hjson,599332
eslint-config-standard-jsx,598839
date-bengali-revised,598410
react-from-dom,597601
vanilla-picker,597092
babelify,596881
kebab-case,596414
node-hex,596378
meant,596146
esbuild-linux-arm64,595853
jsonp,595841
typescript-memoize,595745
flowbite,595304
react-select-event,595232
is-hotkey-esm,595019
tailwind-scrollbar-hide,594979
export-to-csv,594725
dot-object,592278
ansi-escape-sequences,592054
isoformat,591884
swagger-typescript-api,590659
aws-sdk-client-mock-jest,590557
babel-plugin-transform-react-jsx,590399
babel-preset-stage-2,590201
pg-format,589500
sass-embedded-darwin-arm64,589461
vega-schema-url-parser,589374
sort-json,588871
rxjs-mergemap-array,588227
floating-vue,587824
react-moment-proptypes,587429
babel-plugin-transform-decorators,586562
omit.js,586556
css-font-style-keywords,586393
css-font-weight-keywords,586368
css-font-stretch-keywords,586354
css-system-font-keywords,586333
parse-multipart-data,585644
porto,584983
next-i18next,584390
eslint-plugin-antfu,584354
slice-source,584174
express-openapi-validator,583723
dag-map,581742
ansi-sequence-parser,581235
buffer-json,579822
protoc-gen-ts,579068
to-snake-case,578946
tss-react,577779
is-alphanumeric,577709
sass-embedded-win32-x64,575991
mastra,575964
kew,574552
openapi-typescript-codegen,573827
webpack-notifier,573276
tablesort,573275
vite-plugin-vuetify,573027
env-variable,572896
stylelint-config-css-modules,571911
array-range,570983
node-request-interceptor,569999
is-svg-path,569699
many-keys-map,569423
automation-events,568716
react-with-styles,567691
helmet-csp,567475
guess-json-indent,567437
mailosaur,567244
react-native-localize,566514
json-to-ast,566172
webpack-filter-warnings-plugin,566135
css-styled,565130
oidc-provider,564363
standardized-audio-context,564235
flatten-vertex-data,564129
split.js,564063
blocking-proxy,563453
downloadjs,563254
react-native-toast-message,563188
esbuild-plugins-node-modules-polyfill,562390
ngx-cookie-service,562000
jest-fail-on-console,561942
directory-tree,561920
rollbar,561767
yarn-deduplicate,561543
utilium,561403
react-dates,561363
typedi,561282
css-global-keywords,561125
hash-stream-validation,561119
trim-off-newlines,560313
react-animate-height,559683
next-line,559553
vaul-vue,558585
pg-mem,557901
obj-multiplex,557581
ora-classic,556830
axios-cookiejar-support,556803
react-with-styles-interface-css,556481
lambda-local,556275
loader-fs-cache,556247
eslint-plugin-babel,556063
copy-file,555573
sequelize-typescript,555186
btree-range-store,554698
react-uid,553487
graphql-upload,553482
teleport-javascript,552177
array-map,552080
stream-meter,551003
yarn-or-npm,550577
wxt,549800
ava,548777
heic-to,547923
babel-plugin-transform-react-display-name,547855
esbuild-darwin-arm64,545833
jsii-rosetta,545814
audit-ci,545473
colormin,545353
inquirer-autocomplete-standalone,545236
xdate,545091
tiny-hashes,544800
esbuild-windows-64,544786
externality,544679
css-to-xpath,544339
bo-selector,544308
junit-report-merger,544195
is-valid-domain,544109
array-normalize,543927
array-bounds,543811
parse-function,543428
code-error-fragment,543423
sass-embedded-darwin-x64,543410
pretty-data,543194
babel-plugin-transform-react-jsx-source,542945
redis-semaphore,542632
normalizr,542571
css-font,542451
global-cache,542429
update-diff,542312
loadjs,542183
fetch-jsonp,542019
vite-plugin-compression,541909
next-sanity,541630
p-debounce,541555
jsonpathly,541320
pnpm-workspace-yaml,541112
get-installed-path,541007
preview-email,539717
eslint-plugin-sort-keys-fix,539500
type-flag,538791
vite-plugin-eslint,538777
esprima-next,538641
moment-range,538426
react-strict-dom,537611
sourcemap-validator,537588
cssauron,537354
is-language-code,536955
react-motion,536684
jest-preset-stylelint,536499
textarea-caret,535912
compute-l2norm,535878
runes2,535419
react-share,535231
dom-scroll-into-view,534870
mdast-util-to-markdown-cjk-friendly,534732
paged-request,534632
npm-api,533809
path-source,533659
eslint-plugin-vuejs-accessibility,531736
react-native-fs,531413
numfmt,530971
parse-color,530957
parsimmon,530858
glob-all,530256
react-linkify,530185
ts-patch,529357
noop-logger,528934
react-css-styled,528864
shelljs.exec,528626
oboe,528618
web3-core-promievent,528121
sonarqube-scanner,527999
file-exists,527968
material-symbols,527775
eslint-config-google,527697
use-query-params,527455
http-headers,527100
aws-msk-iam-sasl-signer-js,526785
json-schema-library,526762
stylelint-config-recommended-vue,526576
url-pattern,526460
metro-react-native-babel-transformer,525901
npm-keyword,525768
express-fileupload,525718
gulp-replace,524703
oo-ascii-tree,524672
playwright-bdd,524284
twitch-video-element,524213
cli-spinner,524199
i18next-cli,524178
x256,523993
tiktok-video-element,523805
application-config-path,523558
markdown-it-footnote,523217
fixpack,523201
jest-date-mock,522838
azurite,522636
html-element-attributes,522470
react-date-range,522334
apollo-client,521503
eslint-mdx,521279
cli-list,521253
chrome-types,521026
react-native-video,521013
buffer-shims,520708
eslint-plugin-mdx,520661
bestzip,520362
exec-buffer,519437
unenv-nightly,519380
mcp-remote,518722
eslint-plugin-react-you-might-not-need-an-effect,518617
hsts,518330
yet-another-react-lightbox,517552
dependency-path,517007
react-native-keychain,515743
passport-oauth1,514363
markdown-it-sup,514011
desm,513632
next-seo,513241
libnpmhook,513179
webpack-stats-plugin,513001
taffydb,512283
watchify,511782
image-blob-reduce,511599
iovalkey,511172
display-notification,511153
react-instantsearch,511047
react-display-name,510783
react-data-grid,510644
css-modules-require-hook,510255
ag-grid-angular,508826
react-native-calendars,507636
react-native-pdf,507427
eslint-plugin-toml,507161
codelyzer,506520
koa-compress,505984
passport-http-bearer,505287
postcss-modules-values-replace,505058
csstoxpath,505031
unist-util-map,504682
rollup-plugin-peer-deps-external,504620
babel-preset-react,504013
karma-webpack,503441
json-schema-migrate,503196
base64-url,502707
es6-promise-pool,502476
react-country-flag,502083
karma-mocha,501858
promisify-child-process,501292
trace-event-lib,501072
multi-sort-stream,500620
env-schema,500019
serverless-http,499839
ebnf,499519
emotion-theming,499460
koa-body,499333
eslint-plugin-command,499142
country-state-city,499115
header-generator,498555
y-indexeddb,498102
caf,497620
postcss-react-strict-dom,496826
bootstrap.native,496761
tronweb,496669
react-tweet,496540
ts-simple-type,496524
monaco-graphql,496196
stream-chat,496189
esbuild-css-modules-plugin,496125
esbuild-darwin-64,496057
eslint-no-restricted,495437
redux-form,495263
jest-environment-emit,495208
web-component-analyzer,494510
scope-eval,494357
victory-chart,494336
unocss,494102
apollo3-cache-persist,493808
ignore-loader,493423
victory-pie,492662
ical.js,492497
bunyamin,492493
babel-extract-comments,492105
fastify-raw-body,491817
passthrough-counter,491243
html-validate,491144
markdown-it-cjk-friendly,491044
react-hot-loader,491012
eslint-plugin-react-perf,490976
create-storybook,490975
ngx-mask,489979
ejs-loader,489910
ts-is-present,489569
is-es2016-keyword,488979
react-querybuilder,487873
koa-logger,487803
svelte-sonner,487547
express-handlebars,487502
babel-plugin-transform-react-jsx-self,487405
react-relay,487195
is-gif,486688
express-joi-validations,486644
shuffle-array,485896
connection-parse,485588
deasync,485336
victory-shared-events,485037
redux-observable,484940
recoil,484860
victory-polar-axis,484277
victory-stack,483986
string-replace-loader,483529
victory-bar,483360
victory-area,483128
victory-axis,483018
grunt-contrib-watch,482967
victory-scatter,482939
victory-line,482770
victory-group,482478
victory-selection-container,482415
victory-legend,482381
hashids,481870
victory-zoom-container,481240
victory-tooltip,481167
victory-cursor-container,481147
fastify-favicon,480692
parse-prop-types,480104
http-auth-connect,479882
victory-brush-container,479829
sass-embedded-win32-arm64,479566
eslint-plugin-pnpm,479368
react-boxplot,479356
eslint-plugin-sort-class-members,478946
typescript-transform-paths,478533
postcss-for,478492
react-string-replace,478249
rehype-react,477882
svelte-preprocess,477846
can-use-dom,477707
graphql-import-macro,477415
babel-preset-flow,477324
react-autosuggest,477029
victory-box-plot,476922
rolldown-string,476699
vite-prerender-plugin,476646
colortranslator,476145
promise-props-recursive,475024
peggy,474396
null-check,473972
babel-plugin-transform-hook-names,473922
babel-plugin-import,473865
mdast-util-toc,473717
tomlify-j0.4,473553
react-text-mask,472838
cbor-sync,472570
react-fit,471820
react-webcam,470290
remix-utils,470201
deep-copy,470156
png-chunks-extract,470070
react-use-websocket,470018
react-infinite-scroller,469448
postcss-css-variables,468259
eslint-formatter-gitlab,467937
eslint-plugin-eslint-plugin,467612
look-it-up,467457
react-native-keyboard-aware-scroll-view,466228
sass-embedded-linux-arm,465848
css-to-mat,465283
readline-transform,464808
crosspath,464650
hpkp,464588
expo-calendar,464256
cleye,463802
console-stream,463600
ternary-stream,463051
mockttp,462933
fuzzball,462229
memorystore,462009
babel-preset-stage-1,461627
babel-plugin-transform-class-constructor-call,460890
buffer-layout,460460
bump-cli,460431
esbuild-windows-arm64,460229
JSV,459936
uplot,459864
esbuild-android-arm64,459584
esbuild-freebsd-64,459522
esbuild-freebsd-arm64,459451
esbuild-linux-32,459421
i18n,459021
esbuild-linux-arm,458957
jest-html-reporter,458797
logalot,458766
esbuild-linux-ppc64le,458684
esbuild-linux-mips64le,458547
esbuild-windows-32,458026
chalk-animation,458021
esbuild-openbsd-64,457901
referrer-policy,457785
esbuild-sunos-64,457745
victory-voronoi,457696
terminal-columns,457486
victory-candlestick,457450
http-encoding,457387
material-ui-popup-state,457028
esbuild-sass-plugin,457016
dexie-react-hooks,456902
d3-cloud,456679
backslash,456567
nice-grpc-client-middleware-retry,456525
eslint-config-xo,456396
esbuild-netbsd-64,455936
isomorphic-rslog,455830
victory-errorbar,455777
monaco-editor-webpack-plugin,455320
monaco-yaml,455056
karma-sourcemap-loader,454755
react-lazy-load-image-component,454259
rsocket-websocket-client,454230
eslint-plugin-typescript-sort-keys,453547
sass-embedded-linux-musl-arm,453397
sass-embedded-android-arm64,453387
sass-embedded-android-x64,453356
sass-embedded-android-arm,453292
serverless-prune-plugin,453115
date-and-time,453092
cmd-extension,453042
json-rules-engine,452945
after-all-results,452618
redux-actions,452574
ajv-cli,452406
priority-slot-queue,451467
gulp-sass,451099
ntcjs,450668
office-addin-cli,449825
mouse-event,448798
mouse-change,448745
mathml-to-latex,448487
domify,448113
markdown-it-container,447711
eslint-snapshot-test,447662
sass-embedded-android-riscv64,447573
babel-plugin-minify-type-constructors,447521
sass-embedded-linux-riscv64,447433
sass-embedded-linux-musl-riscv64,447422
react-use-intercom,447011
inputmask,446788
ng2-charts,446627
google-spreadsheet,446469
express-http-context,446416
ts-command-line-args,446165
victory-histogram,445934
p-queue-compat,445243
license-checker-rseidelsohn,445219
create-next-app,444906
pdf2json,444681
babel-plugin-transform-inline-consecutive-adds,444404
relative-time-format,444015
uint8arraylist,443721
react-native-paper,443397
final-form-arrays,443061
next-mdx-remote-client,442870
serverless-esbuild,442800
apollo-graphql,442098
monaco-worker-manager,441900
measured-core,441321
ndarray-pack,440264
make-synchronized,440044
callsite-record,439841
playwright-ctrf-json-reporter,438789
helmet-crossdomain,438725
kubebox,438721
apollo-link-error,438550
browser-split,438486
razorpay,438478
moti,438213
react-html-attributes,437710
tiny-jsonc,437538
math-interval-parser,437157
jaro-winkler,437024
checkpoint-stream,436992
javascript-time-ago,436329
babel-preset-minify,436325
escape-string-applescript,436209
jetifier,435407
update-input-width,435135
tz-lookup,435057
single-spa,434787
cpy-cli,434744
fast-stream-to-buffer,434552
shlex,434232
unicode-byte-truncate,433967
funpermaproxy,433769
array-move,433662
cypress-iframe,433574
portal-vue,433452
async-value,432983
compressorjs,432933
async-value-promise,432836
string-to-stream,432438
relative,432321
sql-summary,432120
breadth-filter,431861
grunt-contrib-clean,431795
monitor-event-loop-delay,431792
node-xlsx,431018
cypress-split,430956
base32-encode,430827
shallow-clone-shim,430523
cbor-js,430499
graphql-redis-subscriptions,429963
fs-exists-cached,429848
graphql-fields,429543
nestjs-i18n,429510
use-merge-value,429492
spdx-expression-validate,428998
loglevelnext,428399
propagating-hammerjs,427559
react-calendly,427375
prisma-json-types-generator,427196
grunt-contrib-copy,426849
svix-fetch,426358
gulp-match,425784
stylelint-config-sass-guidelines,425439
dom-event-types,425258
btree-time-index,425121
fnv1a-64,424776
tsd,424378
slackify-markdown,423910
default-user-agent,423594
vite-plugin-compression2,423546
trigger.dev,423303
nested-obj,422956
pdf2pic,421546
decode-formdata,421380
p-iteration,421286
jss-preset-default,421032
react-live,420781
phone,420553
r-json,420548
open-color,420242
object-identity,420122
seekout,419785
lockfile-lint-api,419696
ansi-to-react,419487
expo-tracking-transparency,419480
promise-timeout,419167
gulp-postcss,418976
jest-silent-reporter,418638
js-sha1,418600
modal,417541
outpipe,417376
markdown-it-mark,417300
feaxios,417159
chai-http,416460
rrweb-player,415912
babel-plugin-ember-modules-api-polyfill,415836
intercom-client,415777
gulp-uglify,415235
read-all-stream,414796
best-effort-json-parser,414612
apollo-link-context,414300
react-router-dom-v5-compat,414265
cypress-mochawesome-reporter,413917
http-https,413417
progress-stream,412625
blueimp-load-image,412472
react-cropper,412145
sswr,411243
pretender,410277
aws-xray-sdk-express,409933
react-feather,409858
use-places-autocomplete,409762
strfy-js,409482
pg-proto-parser,409131
crypto-hash,408860
graphql-compose,408627
tsoa,407860
passport-oauth,407771
embedded-postgres,407474
vite-bundle-visualizer,407219
cookiefile,407118
reactotron-core-contract,406789
fake-xml-http-request,405978
aws-xray-sdk-mysql,405546
gulp-babel,405463
read-config-file,404803
microbuffer,404591
hygen,404503
karma-mocha-reporter,404264
poseidon-lite,403730
content-hash,403147
byte-length,402793
get-ready,402477
vite-plugin-wasm,402458
graphile-worker,401718
esbuild-linux-s390x,401386
lpad-align,400836
lil-http-terminator,400819
json-schema-walker,400808
arrgv,399996
express-ws,399845
clamscan,399470
customerio-node,399219
pnpm-sync-lib,398880
react-loadable,398499
sh-syntax,398406
moddle-xml,398381
rangetouch,398078
deepthink-js,397107
default-shell,397100
prettier-plugin-sort-json,396814
ngx-markdown,396764
streamifier,396446
x-is-array,396270
pre-commit,396257
jest-html-reporters,396254
json-server,394917
prettier-plugin-sh,394505
tap-yaml,394017
is-git-repository,393699
got-cjs,393172
grunt-contrib-uglify,393133
thumbhash,392651
babel-cli,392571
vue-echarts,392225
esbuild-linux-riscv64,392115
ts-evaluator,391767
babel-preset-stage-0,391467
catering,390747
camelize-ts,389682
jest-expect-message,389543
image-to-base64,389455
react-native-confirmation-code-field,389207
svelte-ast-print,388382
gitignore-to-glob,388190
react-codemirror2,388113
tailwind-config-viewer,387962
squeak,387697
brotli-size,387508
timekeeper,387361
cypress-recurse,387306
type-of,387195
sliding-score-window,386825
http-graceful-shutdown,386559
react-themeable,386426
xhr-request,386372
svelte-hmr,386313
pdf-to-img,386047
twitter-api-v2,385992
safe-flat,385948
material-icons,385931
section-iterator,385854
tailwindcss-react-aria-components,385844
messageformat-parser,385585
react-responsive-masonry,385478
xhr-request-promise,384907
plpgsql-deparser,384065
powerbi-models,383946
ot-json1,383907
aws-xray-sdk-postgres,383800
aws-xray-sdk,383249
re-reselect,383238
plpgsql-parser,383074
safe-compare,383068
react-otp-input,382746
json-query,382561
koa-mount,382050
google-map-react,381982
feature-policy,381418
sb-scandir,381385
babel-plugin-relay,380758
fork-stream,380729
rosie,380584
eslint-etc,380232
png-chunks-encode,379999
mdast-util-to-markdown-cjk-friendly-gfm-strikethrough,379166
theming,379002
penpal,378796
react-jss,378617
parcel,378381
btree-lru-cache,378376
fast-shuffle,377664
esbuild-android-64,377518
express-mongo-sanitize,377501
folder-hash,377319
chunkd,376646
capnweb,376222
disposable-email-domains,376039
markdown-it-sub,375888
li,374717
rename-keys,374628
deep-rename-keys,374338
json-dup-key-validator,373995
react-date-picker,373625
email-reply-parser,372918
bulma,372579
media-captions,372497
gulp-header,372019
postcss-modules-tilda,371775
yaku,371537
jss-plugin-template,371317
sb-promise-queue,370799
base62,370707
multer-s3,370197
storybook-builder-rsbuild,369674
xml-lexer,369394
xml-reader,369372
spacetime,369319
file-set,368901
expo-battery,368654
zarrita,368538
subtag,368054
esbuild-plugin-copy,367713
ngx-bootstrap,367127
eslint-plugin-no-barrel-files,366824
analytics,366791
original-url,366406
mapcap,366175
lockfile-lint,366099
storybook-react-rsbuild,366063
react-shiki,365808
postcss-pseudo-is,365699
stream-chopper,365665
vue3-apexcharts,365078
nano-json-stream-parser,364982
object-filter-sequence,364778
material-react-table,364630
angular-oauth2-oidc,364555
vue-multiselect,364358
rc-footer,364284
json-schema-deref-sync,364202
object-identity-map,363978
react-timeago,363829
string-range,363745
object-code,363143
react-switch,362938
fwd-stream,362326
js-image-generator,362103
level-filesystem,361666
oclif,361237
semantic-ui-react,361075
miragejs,361042
sscaff,361002
react-event-listener,360735
use-editable,360642
graphql-middleware,360135
react-ga,359538
numcodecs,359528
react-barcode,359512
sqs-producer,359510
ngx-quill,357831
read-tls-client-hello,357627
jest-localstorage-mock,357546
crossvent,357105
unicode-animations,356723
analytics-utils,356664
fizzy-ui-utils,356400
yaml-js,355529
esbuild-plugin-pino,355368
codemirror-formatting,355317
migrate-mongo,355285
apg-js,354996
react-d3-tree,354686
babel-plugin-htmlbars-inline-precompile,354641
react-native-appsflyer,354183
serverless-domain-manager,354125
detective-less,353741
recordrtc,353415
maska,353128
cliff,352923
vite-plugin-top-level-await,352488
react-native-config,352367
strip-json-comments-cli,352136
uri-path,351933
aws4-axios,351854
vite-plugin-lib-inject-css,351851
graphql-sse,351638
temp-fs,351362
object-path-immutable,350973
giscus,350805
react-image-gallery,350796
vite-plugin-babel,350327
vue-class-component,350073
d3-queue,349685
connect-timeout,349372
packrup,349281
x402,349047
graphql-mapping-template,347941
array-rearrange,347368
farmhash,347115
three-forcegraph,346480
eslint-plugin-functional,346454
google-ads-node,346027
tslint-config-prettier,345837
grunt-contrib-concat,345769
json-edit-react,345674
is-tar,345138
html-tag,345049
react-native-dotenv,344913
mailchecker,344863
google-ads-api,344775
schema-dts-lib,344711
sns-validator,344243
to-gfm-code-block,344243
ci-env,344177
stylelint-processor-styled-components,344092
get-object,343885
s3rver,343336
flowbite-datepicker,343184
remark-cli,343018
yalc,342960
axios-cache-interceptor,342104
anchor-markdown-header,341893
datadog-cdk-constructs-v2,341529
abstract-level,341212
vite-plugin-devtools-json,341024
bootstrap-sass,340524
markerjs2,340397
buildkite-test-collector,340175
intuit-oauth,339901
markdown-it-deflist,339472
buffer-to-arraybuffer,339297
hyparquet-writer,338810
react-range,338477
eslint-plugin-lingui,337880
arr-rotate,337834
passport-http,337292
twemoji-parser,337245
storyblok-js-client,336364
replace-string,336217
nuxt-site-config-kit,335829
css-jss,335829
express-oauth2-jwt-bearer,335455
broccoli-caching-writer,335188
bath-es5,335027
url-set-query,334821
itty-time,334770
dom-css,333939
react-native-webrtc,333584
jsonexport,333491
glob-escape,333397
progress-webpack-plugin,333325
hdb,333265
netlify,332897
markdown-it-ins,332695
react-lottie-player,332443
cache-parser,332367
koa-range,331802
inngest-cli,331698
apify-client,331494
neighbor-key-map,331167
jsonlint,330669
svg-path-parser,329572
img-loader,329519
connected-react-router,329397
circ-json,329187
tap,328994
babel-plugin-ember-template-compilation,328599
d3-voronoi-map,328559
ngx-image-cropper,327681
file-sync-cmp,327258
xero-node,327106
wgsl_reflect,327086
level-transcoder,326825
simple-peer,326700
resumer,326389
sury,326152
chakra-react-select,325920
gulp-plumber,325413
cdk-from-cfn,324971
react-toggle,324464
tailwindcss-safe-area,324363
pretty-cache-header,323980
clean-yaml-object,323975
react-google-autocomplete,323486
yamlparser,323485
cypress-plugin-tab,323371
json-stringify-deterministic,323240
cdk8s,323137
micro-api-client,322987
dom-to-image,322933
square,322544
fast-password-entropy,321884
react-type-animation,321854
remark-toc,321822
angularx-qrcode,321341
koa-etag,321160
node-match-path,319590
react-native-date-picker,319458
netlify-cli,319204
react-slider,319067
quasar,319007
koa-morgan,318590
json,318396
exports-loader,318324
grant,318147
yaml-lint,318142
gitdiff-parser,318128
sandwich-stream,318113
jest-serializer-vue,318037
request-compose,317898
ngx-color-picker,317750
image-dimensions,317608
cleave.js,317567
free-email-domains,316177
ember-auto-import,316093
ant-design-vue,315641
secure-password-utilities,315564
react-datetime,315149
stylelint-config-styled-components,314926
hash-for-dep,314919
y-leveldb,314888
jstoxml,314841
drizzle-seed,314804
react-frame-component,314535
electron-squirrel-startup,314462
jwt-simple,314415
timeago.js,314379
pubnub,314082
react-loader-spinner,313971
tailwindcss-primeui,313788
level-blobs,313677
docusign-esign,313576
overlayscrollbars-react,313526
multimap,313512
next-safe-action,313269
prosemirror-safari-ime-span,312731
nodemailer-fetch,312710
tw-to-css,312710
to-rotated,312547
es-html-parser,312145
amplitude-js,311635
react-svg,311574
gatsby-cli,311269
laravel-mix,311144
quicktype,310788
prettier-plugin-sql,310676
jsoneditor,310676
cdktf,310487
react-file-icon,309927
react-countdown,309715
express-async-handler,309586
itty-router,309008
jest-specific-snapshot,308904
